item_id	path_type	path	included	assigned_agent	bytes	sha16	depth	core_descendant_files	reason
DO_NOT_WISH_CODING-HZ-039	file	hooks/loop-bash-validator.sh	yes	agent_09	17390	e78e7e68ab52d8d4	2		hook or validator implementation for the RLCR state machine
DO_NOT_WISH_CODING-HZ-040	file	hooks/loop-codex-stop-hook.sh	yes	agent_10	70210	a622ba373158810b	2		hook or validator implementation for the RLCR state machine
DO_NOT_WISH_CODING-HZ-041	file	hooks/loop-edit-validator.sh	yes	agent_11	6045	7bb9205713016ebc	2		hook or validator implementation for the RLCR state machine
DO_NOT_WISH_CODING-HZ-042	file	hooks/loop-plan-file-validator.sh	yes	agent_12	8069	c8ef9801c59806b4	2		hook or validator implementation for the RLCR state machine
DO_NOT_WISH_CODING-HZ-043	file	hooks/loop-post-bash-hook.sh	yes	agent_13	4782	440ee15daab27f95	2		hook or validator implementation for the RLCR state machine
DO_NOT_WISH_CODING-HZ-044	file	hooks/loop-read-validator.sh	yes	agent_14	5273	52b517b734f4165e	2		hook or validator implementation for the RLCR state machine
DO_NOT_WISH_CODING-HZ-045	file	hooks/loop-write-validator.sh	yes	agent_15	9173	73817d746bae69a3	2		hook or validator implementation for the RLCR state machine
DO_NOT_WISH_CODING-HZ-046	file	hooks/pr-loop-stop-hook.sh	yes	agent_16	69850	8166566886247df0	2		hook or validator implementation for the RLCR state machine
DO_NOT_WISH_CODING-HZ-047	file	scripts/ask-codex.sh	yes	agent_17	11948	ed27ad6eeac1d7f1	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-048	file	scripts/bitlesson-init.sh	yes	agent_18	2128	1f1f75128ed68ca8	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-049	file	scripts/bitlesson-select.sh	yes	agent_19	6348	4fc17051d404a1cb	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-050	file	scripts/bitlesson-validate-delta.sh	yes	agent_20	9438	42da41daee4fdb51	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-051	file	scripts/cancel-pr-loop.sh	yes	agent_21	3498	2ce12a3a92f45fb6	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-052	file	scripts/cancel-rlcr-loop.sh	yes	agent_22	5123	932c40db06843089	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-053	file	scripts/check-bot-reactions.sh	yes	agent_23	11447	a5f372dfe88b0f1a	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-054	file	scripts/check-pr-reviewer-status.sh	yes	agent_24	9789	e4020f98c815cc92	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-055	file	scripts/fetch-pr-comments.sh	yes	agent_25	14362	9d9b92ea81bb188b	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-056	file	scripts/humanize.sh	yes	agent_26	67246	eab881263530cd90	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-SKIP-015	file	scripts/install-skill.sh	no		8579	aa3772d577dad2c7	2		installer utility; skipped as non-core algorithm content
DO_NOT_WISH_CODING-SKIP-016	file	scripts/install-skills-codex.sh	no		215	23eb8215d007e80c	2		installer utility; skipped as non-core algorithm content
DO_NOT_WISH_CODING-SKIP-017	file	scripts/install-skills-kimi.sh	no		213	e2e97dffdd7f8854	2		installer utility; skipped as non-core algorithm content
DO_NOT_WISH_CODING-HZ-057	file	scripts/poll-pr-reviews.sh	yes	agent_27	9532	0fb293f3797d4104	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-058	file	scripts/portable-timeout.sh	yes	agent_28	2116	0e35de1118d19699	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-059	file	scripts/rlcr-stop-gate.sh	yes	agent_29	4261	66bb55430c3e56e1	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-060	file	scripts/setup-pr-loop.sh	yes	agent_30	34509	13007ae80da0636c	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-061	file	scripts/setup-rlcr-loop.sh	yes	agent_01	48475	e89575902cdfaa83	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-062	file	scripts/statusline.sh	yes	agent_02	13312	011eefd886e8dc00	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-063	file	scripts/validate-gen-plan-io.sh	yes	agent_03	5750	ff1b668bdeaf37da	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
DO_NOT_WISH_CODING-HZ-064	file	templates/bitlesson.md	yes	agent_04	687	e22f0b61de97decf	2		template consumed by core workflow/memory algorithm
DO_NOT_WISH_CODING-HZ-065	file	tests/manual-monitor-test.sh	yes	agent_05	2527	f4f61aa882880b50	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-066	file	tests/run-all-tests.sh	yes	agent_06	9619	8146028774fce948	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-067	file	tests/setup-fixture-mock-gh.sh	yes	agent_07	2683	1e4d9c6f73943ced	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-068	file	tests/setup-monitor-test-env.sh	yes	agent_08	2048	8295771483d2cdc9	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-069	file	tests/test-agent-teams.sh	yes	agent_09	20939	b9689960c5d046e2	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-070	file	tests/test-allowlist-validators.sh	yes	agent_10	14613	08d862dfc528c90d	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-071	file	tests/test-ansi-parsing.sh	yes	agent_11	5801	1ce1261d36446df1	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-072	file	tests/test-ask-codex.sh	yes	agent_12	15966	a659e1465bcddf71	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-073	file	tests/test-bash-validator-patterns.sh	yes	agent_13	6658	8a01aab8994ab5f7	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-074	file	tests/test-bitlesson-select-routing.sh	yes	agent_14	9678	114c23cdd05ea6d6	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-075	file	tests/test-cancel-signal-file.sh	yes	agent_15	41264	c1f879ec75a11ec4	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-076	file	tests/test-codex-review-merge.sh	yes	agent_16	10992	d673249b4ccf59ec	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-077	file	tests/test-config-error-handling.sh	yes	agent_17	6126	5e5644fed853acae	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-078	file	tests/test-config-merge.sh	yes	agent_18	7508	aa4c8edbca432725	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-079	file	tests/test-error-scenarios.sh	yes	agent_19	7691	a3d02e87805da569	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-080	file	tests/test-finalize-phase.sh	yes	agent_20	31032	6d6fcac7908f43c2	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-081	file	tests/test-gen-plan.sh	yes	agent_21	27564	b5a5a86e243a0cd9	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-082	file	tests/test-helpers.sh	yes	agent_22	2594	8e0372407bb9189a	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-083	file	tests/test-humanize-escape.sh	yes	agent_23	12037	5a0bf50c547cc4be	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-084	file	tests/test-model-router.sh	yes	agent_24	13587	dde0df0132edbc8d	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-085	file	tests/test-monitor-e2e-deletion.sh	yes	agent_25	662	34da6c8024d69000	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-086	file	tests/test-monitor-e2e-real.sh	yes	agent_26	32210	a922f28603aa7e41	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-087	file	tests/test-monitor-e2e-sigint.sh	yes	agent_27	652	aff852d22bc6cd1c	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-088	file	tests/test-monitor-runtime.sh	yes	agent_28	13242	d4f57c5b74203adb	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-089	file	tests/test-plan-file-hooks.sh	yes	agent_29	36334	6b14a1c087f0b84e	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-090	file	tests/test-plan-file-validation.sh	yes	agent_30	22900	641648447182e07e	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-091	file	tests/test-pr-loop-1-scripts.sh	yes	agent_01	531	bcbec209cb8fdea7	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-092	file	tests/test-pr-loop-2-hooks.sh	yes	agent_02	515	3703496203fc4519	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-093	file	tests/test-pr-loop-3-stophook.sh	yes	agent_03	778	f20719b0fd5918a0	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-094	file	tests/test-pr-loop-hooks.sh	yes	agent_04	51837	d88cec5cd422789d	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-095	file	tests/test-pr-loop-lib.sh	yes	agent_05	4069	7f6201c18ece96f2	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-096	file	tests/test-pr-loop-scripts.sh	yes	agent_06	12471	58580d83af4188a2	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-097	file	tests/test-pr-loop-stophook.sh	yes	agent_07	55249	3ef0f8a9f3759afa	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-098	file	tests/test-pr-loop-system.sh	yes	agent_08	66927	3e9f8f5e5860fa74	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-099	file	tests/test-pr-loop.sh	yes	agent_09	1302	bec07f08c9159e35	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-100	file	tests/test-session-id.sh	yes	agent_10	38444	596ab73d01cc9273	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-101	file	tests/test-skill-monitor.sh	yes	agent_11	11561	3f01cc51ea80c0ee	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-102	file	tests/test-state-exit-naming.sh	yes	agent_12	9039	4845ffa1c861e410	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-103	file	tests/test-stop-gate.sh	yes	agent_13	3969	4e4c9e1bb7c0d40f	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-104	file	tests/test-task-tag-routing.sh	yes	agent_14	6768	660221c1bc0a99da	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-105	file	tests/test-template-loader.sh	yes	agent_15	21290	a2219c383c2a1de7	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-106	file	tests/test-template-references.sh	yes	agent_16	7095	8472a7490cad3071	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-107	file	tests/test-templates-comprehensive.sh	yes	agent_17	19975	76863cd0a6fb9b22	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-108	file	tests/test-todo-checker.sh	yes	agent_18	16444	dab24d54784059d1	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-109	file	tests/test-unified-codex-config.sh	yes	agent_19	32027	9aed206e3ba4485b	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-HZ-110	file	tests/test-zsh-monitor-safety.sh	yes	agent_20	10665	9dc833ff915ba169	2		executable specification for core algorithm behavior
DO_NOT_WISH_CODING-SKIP-018	file	.github/workflows/plan-file-test.yml	no		1774	abbdbc88c4cc909f	3		CI workflow; not core algorithm runtime or specification
DO_NOT_WISH_CODING-SKIP-019	file	.github/workflows/run-all-tests.yml	no		445	f69083814fe0d2ff	3		CI workflow; not core algorithm runtime or specification
DO_NOT_WISH_CODING-SKIP-020	file	.github/workflows/shell-syntax-check.yml	no		1700	37727577fefbef88	3		CI workflow; not core algorithm runtime or specification
DO_NOT_WISH_CODING-SKIP-021	file	.github/workflows/template-test.yml	no		2150	f7bcd9ce40bf1809	3		CI workflow; not core algorithm runtime or specification
DO_NOT_WISH_CODING-SKIP-022	file	.github/workflows/version-bump-check.yml	no		5615	5d58351e053c0df7	3		CI workflow; not core algorithm runtime or specification
DO_NOT_WISH_CODING-SKIP-023	file	docs/images/monitor.png	no		31374	ebeab686c461fdfb	3		visual/binary asset; no algorithm text/code to research
DO_NOT_WISH_CODING-SKIP-024	file	docs/images/rlcr-workflow.svg	no		5569	fd50911117c44191	3		visual/binary asset; no algorithm text/code to research
DO_NOT_WISH_CODING-HZ-111	file	hooks/lib/loop-common.sh	yes	agent_21	56637	663313f1c3869b35	3		hook or validator implementation for the RLCR state machine
DO_NOT_WISH_CODING-HZ-112	file	hooks/lib/template-loader.sh	yes	agent_22	7114	5b3f234b6593e793	3		hook or validator implementation for the RLCR state machine
DO_NOT_WISH_CODING-HZ-113	file	prompt-template/block/bitlesson-delta-empty-kb.md	yes	agent_23	302	04404f1e88d31a59	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-114	file	prompt-template/block/bitlesson-delta-inconsistent.md	yes	agent_24	301	c17520c8954949f3	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-115	file	prompt-template/block/bitlesson-delta-invalid.md	yes	agent_25	134	e2047b651634a87e	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-116	file	prompt-template/block/bitlesson-delta-missing.md	yes	agent_26	244	1fcd89fce53ecd7a	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-117	file	prompt-template/block/claude-eyes-timeout.md	yes	agent_27	776	8dea4f1564e9cc93	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-118	file	prompt-template/block/codex-review-failed.md	yes	agent_28	441	da0e92480e856991	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-119	file	prompt-template/block/finalize-state-file-modification.md	yes	agent_29	344	3a8a62ecc2f2239d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-120	file	prompt-template/block/force-push-detected.md	yes	agent_30	630	51c9a939f5fdc13d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-121	file	prompt-template/block/git-add-humanize.md	yes	agent_01	1125	21d13f820049a58a	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-122	file	prompt-template/block/git-not-clean-humanize-local.md	yes	agent_02	237	3560783ce38f0173	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-123	file	prompt-template/block/git-not-clean-untracked.md	yes	agent_03	451	f43695d9bf683067	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-124	file	prompt-template/block/git-not-clean.md	yes	agent_04	817	27fdbf4b61e9c3e8	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-125	file	prompt-template/block/git-push.md	yes	agent_05	270	6f6a914581c44bf4	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-126	file	prompt-template/block/git-status-failed.md	yes	agent_06	326	148c7f2135627ce2	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-127	file	prompt-template/block/goal-tracker-bash-write.md	yes	agent_07	289	10bd3180103232ab	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-128	file	prompt-template/block/goal-tracker-modification.md	yes	agent_08	792	f1ba1e1d57f10f0e	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-129	file	prompt-template/block/goal-tracker-not-initialized.md	yes	agent_09	707	8e0704adfd34a85f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-130	file	prompt-template/block/incomplete-todos.md	yes	agent_10	475	feaf308023ddea69	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-131	file	prompt-template/block/large-files.md	yes	agent_11	1088	4959ab05fe8db151	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-132	file	prompt-template/block/no-trigger-comment.md	yes	agent_12	515	7c9e5455ad408aa7	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-133	file	prompt-template/block/plan-backup-protected.md	yes	agent_13	257	10d2563c8eb9bb40	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-134	file	prompt-template/block/plan-file-modified.md	yes	agent_14	385	274695196e85d988	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-135	file	prompt-template/block/pr-loop-prompt-write.md	yes	agent_15	360	7292fc54eba28998	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-136	file	prompt-template/block/pr-loop-state-modification.md	yes	agent_16	329	b679405192d8447d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-137	file	prompt-template/block/prompt-file-write.md	yes	agent_17	413	646f5d69c23ad448	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-138	file	prompt-template/block/schema-outdated.md	yes	agent_18	379	8d25f8f8d616dc68	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-139	file	prompt-template/block/state-file-modification.md	yes	agent_19	243	03127535b1db50dd	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-140	file	prompt-template/block/stop-hook-direct-execution.md	yes	agent_20	394	b4def05ee18d6daf	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-141	file	prompt-template/block/summary-bash-write.md	yes	agent_21	302	bd85ffadfbb99a46	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-142	file	prompt-template/block/todos-file-access.md	yes	agent_22	284	95e12d3989ac1546	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-143	file	prompt-template/block/unpushed-commits.md	yes	agent_23	348	0551bb132865f477	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-144	file	prompt-template/block/work-summary-missing.md	yes	agent_24	335	b436e5c7da62fb36	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-145	file	prompt-template/block/wrong-directory-path.md	yes	agent_25	152	f5ef742284113e9f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-146	file	prompt-template/block/wrong-file-location.md	yes	agent_26	318	7694ce22d3e717d5	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-147	file	prompt-template/block/wrong-round-file.md	yes	agent_27	343	95e644ffc2acb524	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-148	file	prompt-template/block/wrong-round-number.md	yes	agent_28	225	b0cda8096b43ed73	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-149	file	prompt-template/block/wrong-summary-location.md	yes	agent_29	109	631a6877e9b14def	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-150	file	prompt-template/claude/agent-teams-continue.md	yes	agent_30	1767	0c0dd78f9ec054e9	3		prompt/block template defining algorithmic transitions, gates, or review contracts
DO_NOT_WISH_CODING-HZ-151	file	prompt-template/claude/agent-teams-core.md	yes	agent_01	3111	251d1162231e208f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
