agent	item_count	total_bytes	item_ids	paths
agent_11	3	29304	FIX_HUMANIZE_ESCAPE-HZ-011,FIX_HUMANIZE_ESCAPE-HZ-041,FIX_HUMANIZE_ESCAPE-HZ-071	prompt-template/codex; tests/test-templates-comprehensive.sh; prompt-template/block/wrong-round-number.md
agent_12	3	13477	FIX_HUMANIZE_ESCAPE-HZ-012,FIX_HUMANIZE_ESCAPE-HZ-042,FIX_HUMANIZE_ESCAPE-HZ-072	commands/cancel-rlcr-loop.md; tests/test-todo-checker.sh; prompt-template/block/wrong-summary-location.md
agent_13	3	14808	FIX_HUMANIZE_ESCAPE-HZ-013,FIX_HUMANIZE_ESCAPE-HZ-043,FIX_HUMANIZE_ESCAPE-HZ-073	commands/start-rlcr-loop.md; tests/test-zsh-monitor-safety.sh; prompt-template/claude/finalize-phase-prompt.md
agent_14	3	29286	FIX_HUMANIZE_ESCAPE-HZ-014,FIX_HUMANIZE_ESCAPE-HZ-044,FIX_HUMANIZE_ESCAPE-HZ-074	hooks/check-todos-from-transcript.py; hooks/lib/loop-common.sh; prompt-template/claude/goal-tracker-update-request.md
agent_15	3	8981	FIX_HUMANIZE_ESCAPE-HZ-015,FIX_HUMANIZE_ESCAPE-HZ-045,FIX_HUMANIZE_ESCAPE-HZ-075	hooks/hooks.json; hooks/lib/template-loader.sh; prompt-template/claude/next-round-footer.md
agent_16	3	15187	FIX_HUMANIZE_ESCAPE-HZ-016,FIX_HUMANIZE_ESCAPE-HZ-046,FIX_HUMANIZE_ESCAPE-HZ-076	hooks/loop-bash-validator.sh; prompt-template/block/codex-review-failed.md; prompt-template/claude/next-round-prompt.md
agent_17	3	41518	FIX_HUMANIZE_ESCAPE-HZ-017,FIX_HUMANIZE_ESCAPE-HZ-047,FIX_HUMANIZE_ESCAPE-HZ-077	hooks/loop-codex-stop-hook.sh; prompt-template/block/finalize-state-file-modification.md; prompt-template/claude/post-alignment-action-items.md
agent_18	3	5751	FIX_HUMANIZE_ESCAPE-HZ-018,FIX_HUMANIZE_ESCAPE-HZ-048,FIX_HUMANIZE_ESCAPE-HZ-078	hooks/loop-edit-validator.sh; prompt-template/block/git-add-humanize.md; prompt-template/claude/push-every-round-note.md
agent_19	3	12223	FIX_HUMANIZE_ESCAPE-HZ-019,FIX_HUMANIZE_ESCAPE-HZ-049,FIX_HUMANIZE_ESCAPE-HZ-079	hooks/loop-plan-file-validator.sh; prompt-template/block/git-not-clean-humanize-local.md; prompt-template/codex/full-alignment-review.md
agent_20	3	6131	FIX_HUMANIZE_ESCAPE-HZ-020,FIX_HUMANIZE_ESCAPE-HZ-050,FIX_HUMANIZE_ESCAPE-HZ-080	hooks/loop-read-validator.sh; prompt-template/block/git-not-clean-untracked.md; prompt-template/codex/goal-tracker-update-section.md
agent_21	3	12382	FIX_HUMANIZE_ESCAPE-HZ-021,FIX_HUMANIZE_ESCAPE-HZ-051,FIX_HUMANIZE_ESCAPE-HZ-081	hooks/loop-write-validator.sh; prompt-template/block/git-not-clean.md; prompt-template/codex/regular-review.md
agent_22	2	36097	FIX_HUMANIZE_ESCAPE-HZ-022,FIX_HUMANIZE_ESCAPE-HZ-052	scripts/humanize.sh; prompt-template/block/git-push.md
agent_23	2	2442	FIX_HUMANIZE_ESCAPE-HZ-023,FIX_HUMANIZE_ESCAPE-HZ-053	scripts/portable-timeout.sh; prompt-template/block/git-status-failed.md
agent_24	2	24928	FIX_HUMANIZE_ESCAPE-HZ-024,FIX_HUMANIZE_ESCAPE-HZ-054	scripts/setup-rlcr-loop.sh; prompt-template/block/goal-tracker-bash-write.md
agent_25	2	3365	FIX_HUMANIZE_ESCAPE-HZ-025,FIX_HUMANIZE_ESCAPE-HZ-055	tests/manual-monitor-test.sh; prompt-template/block/goal-tracker-modification.md
agent_26	2	4372	FIX_HUMANIZE_ESCAPE-HZ-026,FIX_HUMANIZE_ESCAPE-HZ-056	tests/run-all-tests.sh; prompt-template/block/goal-tracker-not-initialized.md
agent_27	2	15015	FIX_HUMANIZE_ESCAPE-HZ-027,FIX_HUMANIZE_ESCAPE-HZ-057	tests/test-allowlist-validators.sh; prompt-template/block/incomplete-todos.md
agent_28	2	6889	FIX_HUMANIZE_ESCAPE-HZ-028,FIX_HUMANIZE_ESCAPE-HZ-058	tests/test-ansi-parsing.sh; prompt-template/block/large-files.md
agent_29	2	6917	FIX_HUMANIZE_ESCAPE-HZ-029,FIX_HUMANIZE_ESCAPE-HZ-059	tests/test-bash-validator-patterns.sh; prompt-template/block/plan-backup-protected.md
agent_30	2	41607	FIX_HUMANIZE_ESCAPE-HZ-030,FIX_HUMANIZE_ESCAPE-HZ-060	tests/test-cancel-signal-file.sh; prompt-template/block/plan-file-modified.md
