item_id	path_type	path	assigned_agent	status	master_state	output_rel	item_id_mentions	has_item_heading	bytes	sha16	depth	core_descendant_files	reason	master_evidence
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-013	directory	prompt-template/codex	agent_13	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_13/output.md	2	yes	10385	-	2	4	directory contains included core algorithm descendant(s)	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-014	directory	prompt-template/plan	agent_14	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_14/output.md	2	yes	2959	-	2	1	directory contains included core algorithm descendant(s)	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-015	directory	prompt-template/pr-loop	agent_15	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_15/output.md	1	yes	6761	-	2	7	directory contains included core algorithm descendant(s)	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-016	directory	scripts/lib	agent_16	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_16/output.md	1	yes	35584	-	2	2	directory contains included core algorithm descendant(s)	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-017	directory	skills/ask-codex	agent_17	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_17/output.md	1	yes	1274	-	2	1	directory contains included core algorithm descendant(s)	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-018	directory	skills/humanize	agent_18	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_18/output.md	2	yes	8419	-	2	1	directory contains included core algorithm descendant(s)	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-019	directory	skills/humanize-gen-plan	agent_19	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_19/output.md	1	yes	3905	-	2	1	directory contains included core algorithm descendant(s)	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-020	directory	skills/humanize-rlcr	agent_20	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_20/output.md	1	yes	4195	-	2	1	directory contains included core algorithm descendant(s)	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-021	directory	tests/robustness	agent_21	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_21/output.md	1	yes	277883	-	2	19	directory contains included core algorithm descendant(s)	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-022	file	agents/draft-relevance-checker.md	agent_22	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_22/output.md	2	yes	1788	98f5a6a069791828	2		agent prompt/policy file defining review or planning behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-023	file	commands/cancel-pr-loop.md	agent_23	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_23/output.md	1	yes	953	41a045601d93d8d6	2		command workflow definition for plan/RLCR algorithms	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-024	file	commands/cancel-rlcr-loop.md	agent_24	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_24/output.md	1	yes	1914	2a8faafa5889ed98	2		command workflow definition for plan/RLCR algorithms	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-025	file	commands/gen-plan.md	agent_25	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_25/output.md	1	yes	12548	ca2089d3b01c53da	2		command workflow definition for plan/RLCR algorithms	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-026	file	commands/start-pr-loop.md	agent_26	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_26/output.md	2	yes	2349	f1323861df02ee34	2		command workflow definition for plan/RLCR algorithms	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-027	file	commands/start-rlcr-loop.md	agent_27	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_27/output.md	1	yes	3879	e4ba69030ca6b254	2		command workflow definition for plan/RLCR algorithms	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-028	file	hooks/check-todos-from-transcript.py	agent_28	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_28/output.md	1	yes	6692	d4d00025c38a74e2	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-029	file	hooks/hooks.json	agent_29	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_29/output.md	1	yes	1811	23f5ba00eef172e0	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-030	file	hooks/loop-bash-validator.sh	agent_30	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_30/output.md	1	yes	16820	c5521ae10ee9fe25	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-031	file	hooks/loop-codex-stop-hook.sh	agent_01	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_01/output.md	1	yes	65714	2a786fc20b3f998d	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-032	file	hooks/loop-edit-validator.sh	agent_02	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_02/output.md	2	yes	6045	7bb9205713016ebc	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-033	file	hooks/loop-plan-file-validator.sh	agent_03	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_03/output.md	2	yes	8069	c8ef9801c59806b4	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-034	file	hooks/loop-post-bash-hook.sh	agent_04	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_04/output.md	1	yes	4782	440ee15daab27f95	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-035	file	hooks/loop-read-validator.sh	agent_05	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_05/output.md	1	yes	5273	52b517b734f4165e	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-036	file	hooks/loop-write-validator.sh	agent_06	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_06/output.md	2	yes	9173	73817d746bae69a3	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-037	file	hooks/pr-loop-stop-hook.sh	agent_07	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_07/output.md	1	yes	69809	09842f69d5675607	2		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-038	file	scripts/ask-codex.sh	agent_08	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_08/output.md	1	yes	11940	da85020cdbe30858	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-039	file	scripts/cancel-pr-loop.sh	agent_09	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_09/output.md	1	yes	3498	2ce12a3a92f45fb6	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-040	file	scripts/cancel-rlcr-loop.sh	agent_10	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_10/output.md	1	yes	5123	932c40db06843089	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-041	file	scripts/check-bot-reactions.sh	agent_11	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_11/output.md	1	yes	11447	a5f372dfe88b0f1a	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-042	file	scripts/check-pr-reviewer-status.sh	agent_12	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_12/output.md	1	yes	9789	e4020f98c815cc92	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-043	file	scripts/fetch-pr-comments.sh	agent_13	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_13/output.md	2	yes	14362	9d9b92ea81bb188b	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-044	file	scripts/humanize.sh	agent_14	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_14/output.md	2	yes	66956	92d1e5a3ac3a2d8b	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-045	file	scripts/poll-pr-reviews.sh	agent_15	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_15/output.md	1	yes	9532	0fb293f3797d4104	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-046	file	scripts/portable-timeout.sh	agent_16	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_16/output.md	1	yes	2116	0e35de1118d19699	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-047	file	scripts/rlcr-stop-gate.sh	agent_17	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_17/output.md	1	yes	4261	66bb55430c3e56e1	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-048	file	scripts/setup-pr-loop.sh	agent_18	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_18/output.md	2	yes	34462	be602c4fbd4c14fb	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-049	file	scripts/setup-rlcr-loop.sh	agent_19	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_19/output.md	1	yes	43858	3cddf4428f392a6c	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-050	file	scripts/validate-gen-plan-io.sh	agent_20	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_20/output.md	1	yes	4822	cab0cbd166dd2360	2		runtime script implementing workflow, routing, monitor, validation, or state behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-051	file	tests/manual-monitor-test.sh	agent_21	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_21/output.md	1	yes	2528	88d5281ffa365847	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-052	file	tests/run-all-tests.sh	agent_22	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_22/output.md	2	yes	7655	625fa7e0b61152c0	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-053	file	tests/setup-fixture-mock-gh.sh	agent_23	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_23/output.md	1	yes	2683	1e4d9c6f73943ced	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-054	file	tests/setup-monitor-test-env.sh	agent_24	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_24/output.md	1	yes	2066	f84d1a049f7df375	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-055	file	tests/test-agent-teams.sh	agent_25	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_25/output.md	1	yes	20946	3141705735dfb31d	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-056	file	tests/test-allowlist-validators.sh	agent_26	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_26/output.md	2	yes	14613	08d862dfc528c90d	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-057	file	tests/test-ansi-parsing.sh	agent_27	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_27/output.md	1	yes	5801	1ce1261d36446df1	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-058	file	tests/test-ask-codex.sh	agent_28	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_28/output.md	1	yes	14675	db70e66b95cf0f75	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-059	file	tests/test-bash-validator-patterns.sh	agent_29	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_29/output.md	1	yes	6658	8a01aab8994ab5f7	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-060	file	tests/test-cancel-signal-file.sh	agent_30	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_30/output.md	1	yes	41264	c1f879ec75a11ec4	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-061	file	tests/test-codex-review-merge.sh	agent_01	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_01/output.md	1	yes	10992	d673249b4ccf59ec	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-062	file	tests/test-error-scenarios.sh	agent_02	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_02/output.md	2	yes	7691	a3d02e87805da569	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-063	file	tests/test-finalize-phase.sh	agent_03	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_03/output.md	2	yes	31039	695f2b953904bae2	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-064	file	tests/test-gen-plan.sh	agent_04	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_04/output.md	1	yes	18858	30a9ab194c245bea	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-065	file	tests/test-helpers.sh	agent_05	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_05/output.md	1	yes	2594	8e0372407bb9189a	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-066	file	tests/test-humanize-escape.sh	agent_06	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_06/output.md	2	yes	12037	5a0bf50c547cc4be	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-067	file	tests/test-monitor-e2e-deletion.sh	agent_07	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_07/output.md	1	yes	662	34da6c8024d69000	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-068	file	tests/test-monitor-e2e-real.sh	agent_08	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_08/output.md	1	yes	32226	4526589bd4ed3578	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-069	file	tests/test-monitor-e2e-sigint.sh	agent_09	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_09/output.md	1	yes	652	aff852d22bc6cd1c	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-070	file	tests/test-monitor-runtime.sh	agent_10	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_10/output.md	1	yes	13242	d4f57c5b74203adb	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-071	file	tests/test-plan-file-hooks.sh	agent_11	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_11/output.md	1	yes	36334	6b14a1c087f0b84e	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-072	file	tests/test-plan-file-validation.sh	agent_12	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_12/output.md	1	yes	22908	a7fc5f72ea4855f2	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-073	file	tests/test-pr-loop-1-scripts.sh	agent_13	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_13/output.md	2	yes	531	bcbec209cb8fdea7	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-074	file	tests/test-pr-loop-2-hooks.sh	agent_14	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_14/output.md	2	yes	515	3703496203fc4519	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-075	file	tests/test-pr-loop-3-stophook.sh	agent_15	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_15/output.md	1	yes	604	01cbd91c49a68048	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-076	file	tests/test-pr-loop-hooks.sh	agent_16	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_16/output.md	1	yes	51873	c12959f78138fd58	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-077	file	tests/test-pr-loop-lib.sh	agent_17	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_17/output.md	1	yes	4069	7f6201c18ece96f2	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-078	file	tests/test-pr-loop-scripts.sh	agent_18	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_18/output.md	2	yes	12471	58580d83af4188a2	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-079	file	tests/test-pr-loop-stophook.sh	agent_19	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_19/output.md	1	yes	55327	e9321724a4a20e16	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-080	file	tests/test-pr-loop-system.sh	agent_20	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_20/output.md	1	yes	66933	7ea3c341fd5bdc5e	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-081	file	tests/test-pr-loop.sh	agent_21	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_21/output.md	1	yes	1302	bec07f08c9159e35	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-082	file	tests/test-session-id.sh	agent_22	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_22/output.md	2	yes	38451	6e1ccc7fc78fe681	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-083	file	tests/test-skill-monitor.sh	agent_23	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_23/output.md	1	yes	11742	435caf1ecfacd0f8	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-084	file	tests/test-state-exit-naming.sh	agent_24	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_24/output.md	1	yes	9039	4845ffa1c861e410	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-085	file	tests/test-stop-gate.sh	agent_25	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_25/output.md	1	yes	3970	216d913ef89a4927	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-086	file	tests/test-template-loader.sh	agent_26	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_26/output.md	2	yes	21290	a2219c383c2a1de7	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-087	file	tests/test-template-references.sh	agent_27	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_27/output.md	1	yes	7095	8472a7490cad3071	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-088	file	tests/test-templates-comprehensive.sh	agent_28	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_28/output.md	1	yes	19978	6886fbefd58a6798	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
CLAUDE__ADD_DEPENDENCY_CHECK_TA0P8-HZ-089	file	tests/test-todo-checker.sh	agent_29	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_29/output.md	1	yes	16444	dab24d54784059d1	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
