item_id	path_type	path	included	assigned_agent	bytes	sha16	depth	core_descendant_files	reason
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-021	file	hooks/loop-write-validator.sh	yes	agent_21	6368	e38d01e58338fa5d	2		hook or validator implementation for the RLCR state machine
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-022	file	scripts/humanize.sh	yes	agent_22	29644	84f4ba9939003554	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-023	file	scripts/portable-timeout.sh	yes	agent_23	2116	0e35de1118d19699	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-024	file	scripts/setup-rlcr-loop.sh	yes	agent_24	24639	fbb50664e29713a1	2		runtime script implementing workflow, routing, monitor, validation, or state behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-025	file	tests/run-all-tests.sh	yes	agent_25	2743	ca61a61fd3d16bb0	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-026	file	tests/test-allowlist-validators.sh	yes	agent_26	14573	96c979129fa57121	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-027	file	tests/test-ansi-parsing.sh	yes	agent_27	5801	1ce1261d36446df1	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-028	file	tests/test-bash-validator-patterns.sh	yes	agent_28	6658	8a01aab8994ab5f7	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-029	file	tests/test-cancel-signal-file.sh	yes	agent_29	41224	bf3d0fd3da678b05	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-030	file	tests/test-error-scenarios.sh	yes	agent_30	7691	a3d02e87805da569	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-031	file	tests/test-plan-file-hooks.sh	yes	agent_01	34778	64c0668a3783ee0e	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-032	file	tests/test-plan-file-validation.sh	yes	agent_02	22731	e83ca826ec9a4554	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-033	file	tests/test-state-exit-naming.sh	yes	agent_03	8959	49e6e8153751d7b2	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-034	file	tests/test-template-loader.sh	yes	agent_04	21290	a2219c383c2a1de7	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-035	file	tests/test-template-references.sh	yes	agent_05	7095	8472a7490cad3071	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-036	file	tests/test-templates-comprehensive.sh	yes	agent_06	19978	6886fbefd58a6798	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-037	file	tests/test-todo-checker.sh	yes	agent_07	10313	538a4cf151995ea8	2		executable specification for core algorithm behavior
ALLOW_ONLY_CANCEL_TO_MV_STATE-SKIP-009	file	.github/workflows/claude-code-review.yml	no		1491	180f9737d00889a9	3		CI workflow; not core algorithm runtime or specification
ALLOW_ONLY_CANCEL_TO_MV_STATE-SKIP-010	file	.github/workflows/claude.yml	no		1943	61d9d6dda52e4b1b	3		CI workflow; not core algorithm runtime or specification
ALLOW_ONLY_CANCEL_TO_MV_STATE-SKIP-011	file	.github/workflows/plan-file-test.yml	no		1774	abbdbc88c4cc909f	3		CI workflow; not core algorithm runtime or specification
ALLOW_ONLY_CANCEL_TO_MV_STATE-SKIP-012	file	.github/workflows/shell-syntax-check.yml	no		1700	37727577fefbef88	3		CI workflow; not core algorithm runtime or specification
ALLOW_ONLY_CANCEL_TO_MV_STATE-SKIP-013	file	.github/workflows/template-test.yml	no		2150	f7bcd9ce40bf1809	3		CI workflow; not core algorithm runtime or specification
ALLOW_ONLY_CANCEL_TO_MV_STATE-SKIP-014	file	.github/workflows/version-bump-check.yml	no		5615	5d58351e053c0df7	3		CI workflow; not core algorithm runtime or specification
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-038	file	hooks/lib/loop-common.sh	yes	agent_08	17440	3336785878c70030	3		hook or validator implementation for the RLCR state machine
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-039	file	hooks/lib/template-loader.sh	yes	agent_09	7114	5b3f234b6593e793	3		hook or validator implementation for the RLCR state machine
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-040	file	prompt-template/block/codex-review-failed.md	yes	agent_10	441	da0e92480e856991	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-041	file	prompt-template/block/git-not-clean-humanize-local.md	yes	agent_11	237	3560783ce38f0173	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-042	file	prompt-template/block/git-not-clean-untracked.md	yes	agent_12	451	f43695d9bf683067	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-043	file	prompt-template/block/git-not-clean.md	yes	agent_13	817	27fdbf4b61e9c3e8	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-044	file	prompt-template/block/git-push.md	yes	agent_14	270	6f6a914581c44bf4	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-045	file	prompt-template/block/git-status-failed.md	yes	agent_15	326	148c7f2135627ce2	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-046	file	prompt-template/block/goal-tracker-bash-write.md	yes	agent_16	289	10bd3180103232ab	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-047	file	prompt-template/block/goal-tracker-modification.md	yes	agent_17	792	f1ba1e1d57f10f0e	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-048	file	prompt-template/block/goal-tracker-not-initialized.md	yes	agent_18	707	8e0704adfd34a85f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-049	file	prompt-template/block/incomplete-todos.md	yes	agent_19	442	6f11cb221b60ef09	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-050	file	prompt-template/block/large-files.md	yes	agent_20	1088	4959ab05fe8db151	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-051	file	prompt-template/block/plan-backup-protected.md	yes	agent_21	259	dd28f560f117299c	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-052	file	prompt-template/block/plan-file-modified.md	yes	agent_22	383	7d2771f111a51284	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-053	file	prompt-template/block/prompt-file-write.md	yes	agent_23	413	646f5d69c23ad448	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-054	file	prompt-template/block/schema-outdated.md	yes	agent_24	394	4703babc4c09b3a2	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-055	file	prompt-template/block/state-file-modification.md	yes	agent_25	238	6bb8b47b54741bbc	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-056	file	prompt-template/block/summary-bash-write.md	yes	agent_26	302	bd85ffadfbb99a46	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-057	file	prompt-template/block/todos-file-access.md	yes	agent_27	253	73ab064257615c4d	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-058	file	prompt-template/block/unpushed-commits.md	yes	agent_28	348	0551bb132865f477	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-059	file	prompt-template/block/work-summary-missing.md	yes	agent_29	335	b436e5c7da62fb36	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-060	file	prompt-template/block/wrong-directory-path.md	yes	agent_30	152	f5ef742284113e9f	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-061	file	prompt-template/block/wrong-file-location.md	yes	agent_01	318	7694ce22d3e717d5	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-062	file	prompt-template/block/wrong-round-file.md	yes	agent_02	343	95e644ffc2acb524	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-063	file	prompt-template/block/wrong-round-number.md	yes	agent_03	225	b0cda8096b43ed73	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-064	file	prompt-template/block/wrong-summary-location.md	yes	agent_04	109	631a6877e9b14def	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-065	file	prompt-template/claude/goal-tracker-update-request.md	yes	agent_05	573	7562a836815c4e71	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-066	file	prompt-template/claude/next-round-footer.md	yes	agent_06	465	8022d464c481fe85	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-067	file	prompt-template/claude/next-round-prompt.md	yes	agent_07	1206	02e772f1156bd385	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-068	file	prompt-template/claude/post-alignment-action-items.md	yes	agent_08	390	997a65e7b8b813f7	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-069	file	prompt-template/claude/push-every-round-note.md	yes	agent_09	101	786793c424471d77	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-070	file	prompt-template/codex/full-alignment-review.md	yes	agent_10	4156	8de0155896227930	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-071	file	prompt-template/codex/goal-tracker-update-section.md	yes	agent_11	1047	b65806939b91d326	3		prompt/block template defining algorithmic transitions, gates, or review contracts
ALLOW_ONLY_CANCEL_TO_MV_STATE-HZ-072	file	prompt-template/codex/regular-review.md	yes	agent_12	3898	0e1832561c8c6381	3		prompt/block template defining algorithmic transitions, gates, or review contracts
