item_id	path_type	path	assigned_agent	status	master_state	output_rel	item_id_mentions	has_item_heading	bytes	sha16	depth	core_descendant_files	reason	master_evidence
FIX_HUMANIZE_ESCAPE-HZ-027	file	tests/test-allowlist-validators.sh	agent_27	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_27/output.md	1	yes	14573	96c979129fa57121	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-028	file	tests/test-ansi-parsing.sh	agent_28	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_28/output.md	1	yes	5801	1ce1261d36446df1	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-029	file	tests/test-bash-validator-patterns.sh	agent_29	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_29/output.md	1	yes	6658	8a01aab8994ab5f7	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-030	file	tests/test-cancel-signal-file.sh	agent_30	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_30/output.md	1	yes	41224	bf3d0fd3da678b05	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-031	file	tests/test-error-scenarios.sh	agent_01	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_01/output.md	1	yes	7691	a3d02e87805da569	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-032	file	tests/test-finalize-phase.sh	agent_02	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_02/output.md	2	yes	23200	7ce4ac7e66e0f72e	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-033	file	tests/test-humanize-escape.sh	agent_03	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_03/output.md	1	yes	12115	0ead458d0d7ac70f	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-034	file	tests/test-monitor-e2e-real.sh	agent_04	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_04/output.md	1	yes	11060	bd279c941c5425db	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-035	file	tests/test-monitor-runtime.sh	agent_05	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_05/output.md	1	yes	8952	791adce1bf3404df	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-036	file	tests/test-plan-file-hooks.sh	agent_06	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_06/output.md	1	yes	34778	64c0668a3783ee0e	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-037	file	tests/test-plan-file-validation.sh	agent_07	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_07/output.md	1	yes	22731	e83ca826ec9a4554	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-038	file	tests/test-state-exit-naming.sh	agent_08	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_08/output.md	1	yes	8959	49e6e8153751d7b2	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-039	file	tests/test-template-loader.sh	agent_09	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_09/output.md	1	yes	21290	a2219c383c2a1de7	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-040	file	tests/test-template-references.sh	agent_10	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_10/output.md	1	yes	7095	8472a7490cad3071	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-041	file	tests/test-templates-comprehensive.sh	agent_11	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_11/output.md	1	yes	19978	6886fbefd58a6798	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-042	file	tests/test-todo-checker.sh	agent_12	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_12/output.md	2	yes	10313	538a4cf151995ea8	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-043	file	tests/test-zsh-monitor-safety.sh	agent_13	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_13/output.md	2	yes	10748	fe975ecd663a7c0b	2		executable specification for core algorithm behavior	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-044	file	hooks/lib/loop-common.sh	agent_14	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_14/output.md	1	yes	24217	73641cf8449db731	3		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-045	file	hooks/lib/template-loader.sh	agent_15	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_15/output.md	1	yes	7114	5b3f234b6593e793	3		hook or validator implementation for the RLCR state machine	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-046	file	prompt-template/block/codex-review-failed.md	agent_16	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_16/output.md	1	yes	441	da0e92480e856991	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-047	file	prompt-template/block/finalize-state-file-modification.md	agent_17	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_17/output.md	1	yes	344	3a8a62ecc2f2239d	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-048	file	prompt-template/block/git-add-humanize.md	agent_18	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_18/output.md	1	yes	763	c42e9c00325986f7	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-049	file	prompt-template/block/git-not-clean-humanize-local.md	agent_19	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_19/output.md	1	yes	237	3560783ce38f0173	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-050	file	prompt-template/block/git-not-clean-untracked.md	agent_20	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_20/output.md	1	yes	451	f43695d9bf683067	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-051	file	prompt-template/block/git-not-clean.md	agent_21	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_21/output.md	1	yes	817	27fdbf4b61e9c3e8	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-052	file	prompt-template/block/git-push.md	agent_22	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_22/output.md	1	yes	270	6f6a914581c44bf4	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-053	file	prompt-template/block/git-status-failed.md	agent_23	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_23/output.md	1	yes	326	148c7f2135627ce2	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-054	file	prompt-template/block/goal-tracker-bash-write.md	agent_24	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_24/output.md	2	yes	289	10bd3180103232ab	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-055	file	prompt-template/block/goal-tracker-modification.md	agent_25	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_25/output.md	1	yes	792	f1ba1e1d57f10f0e	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-056	file	prompt-template/block/goal-tracker-not-initialized.md	agent_26	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_26/output.md	1	yes	707	8e0704adfd34a85f	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-057	file	prompt-template/block/incomplete-todos.md	agent_27	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_27/output.md	1	yes	442	6f11cb221b60ef09	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-058	file	prompt-template/block/large-files.md	agent_28	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_28/output.md	1	yes	1088	4959ab05fe8db151	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-059	file	prompt-template/block/plan-backup-protected.md	agent_29	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_29/output.md	1	yes	259	dd28f560f117299c	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-060	file	prompt-template/block/plan-file-modified.md	agent_30	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_30/output.md	1	yes	383	7d2771f111a51284	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-061	file	prompt-template/block/prompt-file-write.md	agent_01	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_01/output.md	1	yes	413	646f5d69c23ad448	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-062	file	prompt-template/block/schema-outdated.md	agent_02	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_02/output.md	2	yes	394	4703babc4c09b3a2	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-063	file	prompt-template/block/state-file-modification.md	agent_03	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_03/output.md	1	yes	238	6bb8b47b54741bbc	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-064	file	prompt-template/block/summary-bash-write.md	agent_04	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_04/output.md	1	yes	302	bd85ffadfbb99a46	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-065	file	prompt-template/block/todos-file-access.md	agent_05	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_05/output.md	1	yes	253	73ab064257615c4d	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-066	file	prompt-template/block/unpushed-commits.md	agent_06	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_06/output.md	1	yes	348	0551bb132865f477	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-067	file	prompt-template/block/work-summary-missing.md	agent_07	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_07/output.md	1	yes	335	b436e5c7da62fb36	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-068	file	prompt-template/block/wrong-directory-path.md	agent_08	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_08/output.md	1	yes	152	f5ef742284113e9f	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-069	file	prompt-template/block/wrong-file-location.md	agent_09	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_09/output.md	1	yes	318	7694ce22d3e717d5	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-070	file	prompt-template/block/wrong-round-file.md	agent_10	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_10/output.md	1	yes	343	95e644ffc2acb524	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-071	file	prompt-template/block/wrong-round-number.md	agent_11	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_11/output.md	1	yes	225	b0cda8096b43ed73	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-072	file	prompt-template/block/wrong-summary-location.md	agent_12	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_12/output.md	2	yes	109	631a6877e9b14def	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-073	file	prompt-template/claude/finalize-phase-prompt.md	agent_13	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_13/output.md	2	yes	1650	6c20efaa9218fdf0	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-074	file	prompt-template/claude/goal-tracker-update-request.md	agent_14	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_14/output.md	1	yes	573	7562a836815c4e71	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-075	file	prompt-template/claude/next-round-footer.md	agent_15	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_15/output.md	1	yes	465	8022d464c481fe85	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-076	file	prompt-template/claude/next-round-prompt.md	agent_16	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_16/output.md	1	yes	1206	02e772f1156bd385	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-077	file	prompt-template/claude/post-alignment-action-items.md	agent_17	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_17/output.md	1	yes	390	997a65e7b8b813f7	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-078	file	prompt-template/claude/push-every-round-note.md	agent_18	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_18/output.md	1	yes	101	786793c424471d77	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-079	file	prompt-template/codex/full-alignment-review.md	agent_19	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_19/output.md	1	yes	4156	8de0155896227930	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-080	file	prompt-template/codex/goal-tracker-update-section.md	agent_20	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_20/output.md	1	yes	1047	b65806939b91d326	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
FIX_HUMANIZE_ESCAPE-HZ-081	file	prompt-template/codex/regular-review.md	agent_21	complete	[x]	research_runs/2026-06-19_humanize_branch_1to1/agents/agent_21/output.md	1	yes	3898	0e1832561c8c6381	3		prompt/block template defining algorithmic transitions, gates, or review contracts	status complete; output exists; item_id present in assigned output
